university_id,program_id,student_gre,student_gpa,years_experience_pre_degree,salary,graduation_year,job_sector,record_id
52,215,338.0,2.86,1,122205,2023,Education,8116
52,215,340.0,4.0,4,48694,2022,Government,8117
52,215,298.0,2.09,5,52755,2023,Education,8118
52,215,263.0,3.22,6,86913,2015,Healthcare,8119
52,215,298.0,2.41,3,126073,2017,Non-profit,8120
52,215,334.0,3.77,8,75383,2021,Finance,8121
52,215,324.0,3.53,8,137804,2020,Government,8122
52,215,300.0,2.66,1,96896,2022,Finance,8123
52,215,264.0,3.85,8,68752,2015,Healthcare,8124
52,215,315.0,2.63,9,88273,2022,Non-profit,8125
52,215,328.0,3.63,0,45541,2018,Technology,8126
52,215,262.0,2.61,7,50206,2016,Healthcare,8127
52,215,266.0,2.26,9,108666,2019,Finance,8128
52,215,317.0,2.61,4,127776,2021,Government,8129
52,215,335.0,3.75,7,36164,2016,Finance,8130
52,215,337.0,2.11,1,67467,2019,Government,8131
52,215,339.0,3.23,8,72642,2022,Healthcare,8132
52,215,284.0,2.76,7,124726,2016,Finance,8133
52,215,320.0,2.96,0,123524,2018,Healthcare,8134
52,215,275.0,2.82,6,133292,2020,Healthcare,8135
52,215,329.0,2.31,3,44135,2015,Healthcare,8136
52,215,300.0,2.62,2,34671,2017,Education,8137
52,215,275.0,2.8,9,67786,2021,Healthcare,8138
52,215,288.0,,7,66324,2022,Technology,8139
52,215,,2.31,8,47547,2022,Non-profit,8140
52,215,333.0,3.23,2,99268,2019,Technology,8141
52,215,331.0,,6,114286,2015,Finance,8142
52,215,333.0,3.62,6,59318,2016,Non-profit,8143
52,215,305.0,3.84,4,145121,2018,Healthcare,8144
52,215,,4.0,8,137908,2022,Finance,8145
52,215,327.0,2.66,8,56906,2019,Technology,8146
52,215,340.0,4.0,8,71657,2019,Healthcare,8147
52,215,321.0,3.38,0,48274,2018,Healthcare,8148
52,215,322.0,2.17,1,139213,2017,Government,8149
52,216,,3.01,0,107165,2019,Technology,8150
52,216,329.0,3.12,0,32519,2020,Technology,8151
52,216,336.0,2.47,3,136753,2019,Non-profit,8152
52,216,295.0,4.0,9,103126,2022,Government,8153
52,216,321.0,2.95,6,83387,2020,Education,8154
52,216,325.0,3.09,2,107155,2017,Finance,8155
52,216,287.0,2.04,4,32219,2016,Healthcare,8156
52,216,316.0,2.53,9,36145,2021,Non-profit,8157
52,216,313.0,2.92,10,142947,2016,Non-profit,8158
52,216,325.0,3.59,8,103409,2017,Finance,8159
52,216,334.0,,3,58896,2020,Non-profit,8160
52,216,340.0,4.0,4,43251,2017,Finance,8161
52,216,302.0,2.9,5,94986,2019,Technology,8162
52,216,321.0,2.08,1,57047,2017,Healthcare,8163
52,216,307.0,2.09,1,41722,2018,Healthcare,8164
52,216,340.0,4.0,10,79460,2020,Finance,8165
52,216,307.0,3.04,9,109224,2017,Non-profit,8166
52,216,308.0,3.36,5,34306,2017,Healthcare,8167
52,216,316.0,3.36,5,67876,2023,Finance,8168
52,216,300.0,2.42,2,41822,2018,Technology,8169
52,216,331.0,2.91,7,72147,2015,Education,8170
52,216,315.0,3.63,6,40494,2018,Education,8171
52,216,,2.2,6,45542,2019,Finance,8172
52,216,298.0,,10,130953,2016,Government,8173
52,216,267.0,,10,118224,2016,Non-profit,8174
52,216,278.0,2.78,4,125364,2021,Finance,8175
52,216,292.0,3.0,5,108598,2019,Education,8176
52,216,264.0,3.93,0,69139,2020,Government,8177
52,216,325.0,3.76,6,66408,2019,Government,8178
52,216,286.0,3.67,1,69341,2021,Technology,8179
52,216,263.0,3.07,9,65459,2019,Education,8180
52,216,313.0,2.96,5,113282,2020,Healthcare,8181
52,216,329.0,3.19,4,62922,2019,Finance,8182
52,216,270.0,3.01,2,48016,2019,Government,8183
52,216,298.0,2.75,4,146261,2021,Technology,8184
52,216,,3.86,6,110975,2022,Education,8185
52,217,262.0,3.2,8,132632,2015,Technology,8186
52,217,138.0,4.34,0,53653,2022,Finance,8187
52,217,301.0,2.08,6,73741,2016,Healthcare,8188
52,217,305.0,3.31,9,97454,2023,Healthcare,8189
52,217,326.0,3.93,0,108215,2020,Finance,8190
52,217,313.0,,10,55934,2018,Government,8191
52,217,160.0,4.51,0,62239,2016,Healthcare,8192
52,217,335.0,3.08,10,37628,2017,Healthcare,8193
52,217,294.0,3.83,6,74278,2019,Finance,8194
52,217,333.0,2.35,9,122743,2020,Finance,8195
52,217,301.0,3.45,6,104039,2015,Finance,8196
52,217,306.0,2.38,7,41000,2019,Finance,8197
52,217,267.0,3.23,6,56348,2019,Technology,8198
52,217,284.0,3.63,9,134499,2023,Healthcare,8199
52,217,283.0,2.61,3,32862,2018,Technology,8200
52,217,316.0,3.84,7,78162,2018,Non-profit,8201
52,217,,3.46,3,141577,2022,Government,8202
52,217,312.0,3.26,0,137354,2015,Finance,8203
52,217,286.0,,1,67510,2018,Finance,8204
52,217,335.0,3.36,0,76706,2017,Non-profit,8205
52,217,295.0,3.34,10,124541,2017,Technology,8206
52,217,316.0,3.7,6,128362,2020,Healthcare,8207
52,217,307.0,2.2,6,74002,2022,Technology,8208
52,217,288.0,3.15,1,103075,2017,Healthcare,8209
52,217,313.0,3.0,8,140677,2015,Healthcare,8210
52,217,277.0,,5,34376,2015,Healthcare,8211
52,217,267.0,3.24,3,46704,2022,Education,8212
52,217,298.0,3.89,7,140935,2021,Technology,8213
52,217,324.0,,9,106793,2020,Non-profit,8214
52,217,236.0,4.58,3,35397,2015,Government,8215
52,217,294.0,,1,72399,2018,Technology,8216
52,217,276.0,3.78,3,111530,2015,Technology,8217
52,217,264.0,2.82,1,51530,2023,Technology,8218
52,217,263.0,3.69,5,47262,2020,Finance,8219
52,217,298.0,2.96,4,62308,2022,Finance,8220
53,218,289.0,3.29,3,116268,2018,Education,8221
53,218,299.0,2.82,0,101351,2020,Technology,8222
53,218,329.0,,6,95322,2018,Non-profit,8223
53,218,331.0,2.47,7,135203,2023,Non-profit,8224
53,218,268.0,2.99,10,83459,2021,Technology,8225
53,218,340.0,4.0,3,58769,2019,Finance,8226
53,218,327.0,3.27,7,126328,2022,Healthcare,8227
53,218,340.0,4.0,9,55372,2016,Healthcare,8228
53,218,287.0,2.0,9,57049,2020,Government,8229
53,218,308.0,3.0,8,142969,2023,Government,8230
53,218,304.0,3.16,1,54861,2019,Non-profit,8231
53,218,,3.23,7,74444,2015,Finance,8232
53,218,,2.58,3,133030,2018,Healthcare,8233
53,218,306.0,,5,115382,2020,Non-profit,8234
53,218,,,5,110941,2017,Education,8235
53,218,303.0,2.98,10,134755,2015,Healthcare,8236
53,218,292.0,3.64,6,108946,2017,Technology,8237
53,218,332.0,3.72,7,130951,2019,Non-profit,8238
53,218,291.0,3.01,6,100347,2018,Technology,8239
53,218,265.0,2.74,0,145261,2020,Government,8240
53,218,,3.65,5,138368,2018,Government,8241
53,218,271.0,,9,141411,2022,Government,8242
53,218,321.0,2.21,9,141237,2018,Non-profit,8243
53,218,340.0,4.0,5,31939,2015,Education,8244
53,218,314.0,,0,110468,2016,Finance,8245
53,218,288.0,3.52,3,142748,2022,Government,8246
53,218,319.0,3.45,0,30914,2018,Non-profit,8247
53,218,,2.84,8,30929,2015,Finance,8248
53,218,308.0,3.1,1,84430,2021,Technology,8249
53,218,,3.79,2,103033,2019,Government,8250
53,218,297.0,2.03,0,39776,2018,Technology,8251
53,218,274.0,,3,128813,2018,Healthcare,8252
53,218,340.0,4.0,6,68851,2023,Healthcare,8253
53,218,260.0,3.68,3,90229,2023,Non-profit,8254
53,218,127.0,4.98,2,79162,2022,Non-profit,8255
53,218,,4.17,7,56118,2019,Finance,8256
53,218,273.0,2.74,5,89244,2020,Education,8257
53,218,216.0,4.64,3,42419,2021,Finance,8258
53,218,320.0,3.33,8,118098,2020,Finance,8259
53,218,266.0,2.02,2,81563,2015,Healthcare,8260
53,218,,3.19,1,66757,2018,Government,8261
53,218,307.0,3.87,3,116228,2021,Healthcare,8262
53,218,269.0,2.16,9,48183,2017,Education,8263
53,218,325.0,,8,73081,2017,Finance,8264
53,219,293.0,2.35,1,53997,2023,Non-profit,8265
53,219,293.0,3.61,2,91042,2019,Non-profit,8266
53,219,313.0,2.13,1,109877,2021,Education,8267
53,219,331.0,3.75,5,89679,2015,Government,8268
53,219,264.0,2.84,5,126280,2023,Government,8269
53,219,300.0,3.61,7,47107,2015,Finance,8270
53,219,,2.78,9,115107,2020,Government,8271
53,219,324.0,2.82,9,114454,2021,Non-profit,8272
53,219,309.0,3.81,5,69302,2019,Education,8273
53,219,313.0,3.69,4,138942,2016,Technology,8274
53,219,314.0,3.39,1,108856,2021,Education,8275
53,219,340.0,4.0,6,75866,2020,Healthcare,8276
53,219,284.0,,10,62372,2019,Technology,8277
53,219,299.0,2.28,1,39915,2021,Government,8278
53,219,181.0,4.11,9,87950,2022,Technology,8279
53,219,319.0,3.13,5,78525,2022,Education,8280
53,219,282.0,3.78,3,138198,2022,Finance,8281
53,219,322.0,2.6,7,61752,2017,Education,8282
53,219,281.0,3.68,10,138187,2018,Non-profit,8283
53,219,305.0,3.55,9,33698,2021,Non-profit,8284
53,219,294.0,,4,108853,2016,Finance,8285
53,219,282.0,2.37,9,147591,2015,Non-profit,8286
53,219,310.0,3.93,6,114598,2019,Technology,8287
53,219,279.0,3.46,7,54833,2019,Technology,8288
53,219,318.0,3.71,8,146760,2023,Government,8289
53,219,337.0,2.11,8,55904,2018,Healthcare,8290
53,219,340.0,3.99,1,126665,2022,Finance,8291
53,219,289.0,3.43,1,48652,2022,Finance,8292
53,219,267.0,2.62,3,95976,2016,Non-profit,8293
53,219,268.0,,1,133543,2019,Education,8294
53,219,303.0,3.27,2,37175,2015,Non-profit,8295
53,219,334.0,3.71,3,56775,2019,Finance,8296
53,219,326.0,,2,56694,2018,Technology,8297
53,219,327.0,,6,82620,2019,Healthcare,8298
53,219,320.0,3.36,7,112330,2022,Non-profit,8299
53,219,309.0,3.04,2,80433,2022,Government,8300
53,219,275.0,3.0,9,111841,2018,Healthcare,8301
53,219,273.0,2.71,8,45246,2019,Technology,8302
53,219,273.0,3.38,1,118805,2023,Healthcare,8303
53,219,335.0,2.66,7,87296,2018,Education,8304
53,219,316.0,3.37,2,30027,2016,Healthcare,8305
53,219,327.0,3.67,8,139434,2021,Government,8306
53,219,277.0,3.16,1,57154,2023,Non-profit,8307
53,219,333.0,,4,44735,2016,Technology,8308
53,220,315.0,2.39,5,124688,2022,Technology,8309
53,220,325.0,,4,101870,2023,Healthcare,8310
53,220,179.0,,5,112665,2020,Healthcare,8311
53,220,318.0,3.48,2,118984,2021,Education,8312
53,220,334.0,3.04,9,112103,2021,Education,8313
53,220,298.0,,0,134981,2018,Healthcare,8314
53,220,270.0,3.89,5,93806,2019,Finance,8315
53,220,323.0,2.65,10,31078,2017,Technology,8316
53,220,337.0,3.2,9,47447,2023,Technology,8317
53,220,305.0,3.03,1,43309,2021,Finance,8318
53,220,320.0,2.02,5,116784,2018,Healthcare,8319
53,220,340.0,4.0,1,122637,2019,Non-profit,8320
53,220,340.0,4.0,9,50223,2020,Technology,8321
53,220,,2.82,9,109958,2015,Education,8322
53,220,,2.28,4,134887,2021,Government,8323
53,220,,2.73,6,84299,2023,Healthcare,8324
53,220,,3.29,4,138632,2016,Technology,8325
53,220,295.0,2.57,1,40260,2022,Government,8326
53,220,300.0,2.39,1,130447,2023,Technology,8327
53,220,274.0,3.96,3,120131,2016,Education,8328
53,220,297.0,3.97,2,80004,2015,Non-profit,8329
53,220,304.0,2.61,10,39687,2023,Education,8330
53,220,338.0,2.81,4,65439,2022,Healthcare,8331
53,220,285.0,2.32,5,51412,2017,Technology,8332
53,220,284.0,2.56,8,70658,2021,Non-profit,8333
53,220,292.0,2.03,10,72344,2020,Technology,8334
53,220,291.0,3.11,4,101096,2017,Government,8335
53,220,293.0,2.82,5,94381,2018,Healthcare,8336
54,221,280.0,,10,83368,2017,Non-profit,8337
54,221,302.0,2.21,0,67369,2017,Finance,8338
54,221,329.0,3.63,1,87897,2015,Technology,8339
54,221,296.0,2.29,7,103714,2021,Finance,8340
54,221,,3.55,6,36022,2019,Education,8341
54,221,284.0,2.0,3,118079,2020,Technology,8342
54,221,286.0,3.71,5,56375,2016,Healthcare,8343
54,221,270.0,2.83,2,41318,2015,Finance,8344
54,221,263.0,3.82,1,112204,2020,Education,8345
54,221,332.0,2.57,2,118093,2021,Finance,8346
54,221,326.0,3.84,2,55405,2017,Non-profit,8347
54,221,304.0,3.84,3,75165,2022,Healthcare,8348
54,221,292.0,3.21,9,112605,2016,Technology,8349
54,221,274.0,2.47,7,132537,2021,Government,8350
54,221,331.0,2.58,2,135634,2021,Education,8351
54,221,324.0,2.41,0,126576,2023,Government,8352
54,221,283.0,2.44,4,47339,2019,Government,8353
54,221,292.0,,0,39926,2017,Healthcare,8354
54,221,320.0,,0,99381,2017,Government,8355
54,221,326.0,3.28,6,81554,2015,Finance,8356
54,221,270.0,,10,114384,2020,Education,8357
54,221,287.0,3.93,2,61154,2015,Government,8358
54,221,321.0,2.47,10,122218,2018,Finance,8359
54,221,281.0,3.88,3,57424,2019,Healthcare,8360
54,221,329.0,3.3,1,85505,2015,Finance,8361
54,221,273.0,3.58,9,113093,2016,Healthcare,8362
54,221,324.0,,6,109715,2019,Finance,8363
54,222,337.0,3.36,1,85838,2015,Education,8364
54,222,331.0,2.29,9,99857,2021,Finance,8365
54,222,283.0,3.05,5,80406,2018,Finance,8366
54,222,284.0,3.36,4,103696,2017,Finance,8367
54,222,,,3,47371,2016,Healthcare,8368
54,222,311.0,3.53,8,69301,2019,Education,8369
54,222,290.0,2.04,3,60948,2022,Education,8370
54,222,317.0,2.66,6,120292,2021,Healthcare,8371
54,222,194.0,4.21,9,116690,2018,Government,8372
54,222,286.0,2.41,10,123277,2021,Non-profit,8373
54,222,295.0,3.6,4,111094,2020,Education,8374
54,222,319.0,2.77,10,71270,2023,Non-profit,8375
54,222,340.0,4.0,8,70404,2018,Technology,8376
54,222,261.0,2.67,10,31845,2016,Technology,8377
54,222,308.0,2.32,6,93093,2020,Education,8378
54,222,298.0,,6,42207,2020,Government,8379
54,222,340.0,,5,147751,2021,Finance,8380
54,222,291.0,4.0,10,53756,2018,Technology,8381
54,222,293.0,3.65,9,127913,2023,Education,8382
54,222,,2.04,10,62919,2019,Finance,8383
54,222,321.0,2.81,9,143324,2016,Finance,8384
54,222,,3.62,1,119846,2016,Education,8385
54,222,287.0,3.13,0,113417,2018,Education,8386
54,222,296.0,2.19,2,138212,2019,Education,8387
54,222,267.0,2.2,0,137915,2019,Non-profit,8388
54,222,332.0,2.4,8,108887,2020,Education,8389
54,222,315.0,3.8,4,35838,2021,Technology,8390
54,222,,2.86,6,38870,2021,Government,8391
54,222,263.0,3.15,5,141324,2017,Government,8392
54,222,324.0,3.71,0,116239,2018,Technology,8393
54,222,274.0,2.02,1,104458,2017,Non-profit,8394
54,222,322.0,2.82,1,122596,2020,Healthcare,8395
54,222,306.0,3.35,5,110573,2022,Technology,8396
54,222,294.0,3.03,1,57690,2018,Finance,8397
54,222,340.0,4.0,0,50596,2019,Non-profit,8398
54,223,,3.72,7,44018,2019,Government,8399
54,223,275.0,3.39,3,105507,2020,Education,8400
54,223,300.0,3.73,0,137680,2022,Healthcare,8401
54,223,321.0,2.49,4,115742,2015,Technology,8402
54,223,316.0,2.44,6,61300,2019,Non-profit,8403
54,223,339.0,3.06,2,82607,2015,Non-profit,8404
54,223,,3.21,1,113354,2021,Healthcare,8405
54,223,261.0,3.55,4,34601,2020,Non-profit,8406
54,223,296.0,2.17,0,89466,2018,Finance,8407
54,223,315.0,2.7,10,50259,2021,Education,8408
54,223,336.0,3.48,1,60734,2023,Finance,8409
54,223,,3.4,8,103858,2020,Finance,8410
54,223,283.0,3.5,9,43297,2020,Non-profit,8411
54,223,268.0,3.06,2,52714,2023,Healthcare,8412
54,223,289.0,2.48,3,37456,2015,Healthcare,8413
54,223,270.0,3.26,0,126808,2015,Finance,8414
54,223,301.0,3.58,9,140304,2017,Government,8415
54,223,260.0,3.21,10,68561,2015,Non-profit,8416
54,223,,3.07,3,141159,2021,Non-profit,8417
54,223,307.0,3.64,7,65905,2019,Technology,8418
54,223,,3.2,0,131680,2019,Technology,8419
54,223,261.0,3.51,3,40901,2021,Healthcare,8420
54,223,276.0,2.41,1,77011,2020,Finance,8421
54,223,317.0,3.15,7,108094,2020,Technology,8422
54,223,319.0,3.7,3,109547,2023,Government,8423
54,223,340.0,4.0,10,137930,2016,Government,8424
54,223,,2.29,9,138009,2023,Healthcare,8425
54,223,287.0,3.58,3,140387,2019,Healthcare,8426
54,223,324.0,2.49,10,126083,2020,Technology,8427
54,223,,,2,139758,2016,Education,8428
54,223,310.0,2.62,3,83233,2017,Technology,8429
54,223,,2.03,6,53957,2023,Education,8430
54,223,,3.34,2,122346,2017,Non-profit,8431
54,223,340.0,,5,95394,2019,Education,8432
54,223,296.0,3.32,7,89377,2023,Technology,8433
54,223,,2.76,4,88579,2021,Non-profit,8434
54,223,270.0,3.53,8,100979,2021,Healthcare,8435
54,223,317.0,2.6,3,63008,2018,Technology,8436
54,223,310.0,3.66,2,31712,2015,Technology,8437
54,223,337.0,3.48,8,37770,2019,Healthcare,8438
54,223,295.0,2.12,8,45088,2022,Education,8439
54,223,340.0,4.0,3,40641,2018,Non-profit,8440
54,223,302.0,2.24,2,60049,2022,Non-profit,8441
54,223,274.0,2.97,10,103496,2015,Non-profit,8442
55,224,271.0,3.67,3,89085,2017,Education,8443
55,224,274.0,3.23,1,121670,2019,Government,8444
55,224,,,4,143005,2015,Technology,8445
55,224,309.0,2.8,0,55061,2023,Government,8446
55,224,330.0,,0,127991,2016,Finance,8447
55,224,283.0,2.03,5,144236,2019,Healthcare,8448
55,224,320.0,2.88,7,103613,2017,Technology,8449
55,224,237.0,,5,113014,2019,Finance,8450
55,224,263.0,3.06,0,149262,2016,Non-profit,8451
55,224,262.0,3.53,8,140157,2022,Non-profit,8452
55,224,339.0,3.75,5,99000,2022,Government,8453
55,224,,2.67,7,42107,2023,Technology,8454
55,224,290.0,3.25,5,129012,2022,Education,8455
55,224,314.0,,9,142426,2018,Non-profit,8456
55,224,319.0,,6,113181,2015,Non-profit,8457
55,224,258.0,4.2,3,133620,2021,Healthcare,8458
55,224,263.0,2.2,0,143676,2015,Education,8459
55,224,338.0,3.23,4,63252,2021,Finance,8460
55,224,268.0,2.55,6,78273,2023,Technology,8461
55,224,324.0,,5,102147,2021,Education,8462
55,224,298.0,3.92,8,59921,2022,Finance,8463
55,224,328.0,3.02,5,90716,2019,Technology,8464
55,224,334.0,2.58,1,59138,2021,Government,8465
55,224,339.0,3.22,3,30984,2023,Finance,8466
55,224,136.0,4.58,1,139811,2022,Finance,8467
55,224,,3.29,10,116438,2017,Education,8468
55,224,292.0,3.26,7,77459,2015,Healthcare,8469
55,224,262.0,3.79,5,74243,2022,Finance,8470
55,224,313.0,,3,111362,2019,Finance,8471
55,224,319.0,2.96,8,119134,2017,Healthcare,8472
55,224,302.0,,10,106644,2018,Technology,8473
55,224,307.0,3.87,1,147620,2021,Healthcare,8474
55,224,290.0,3.41,6,68518,2017,Non-profit,8475
55,224,285.0,2.76,4,100404,2018,Education,8476
55,224,316.0,3.37,3,64668,2016,Non-profit,8477
55,225,143.0,4.64,10,120480,2016,Non-profit,8478
55,225,282.0,2.51,4,32146,2019,Non-profit,8479
55,225,293.0,3.01,6,104768,2016,Education,8480
55,225,,3.05,0,55397,2016,Technology,8481
55,225,332.0,2.38,4,119537,2020,Finance,8482
55,225,,,9,118607,2023,Non-profit,8483
55,225,,3.72,4,104653,2017,Non-profit,8484
55,225,327.0,2.84,3,97670,2020,Finance,8485
55,225,337.0,3.59,8,107922,2016,Education,8486
55,225,263.0,2.1,0,99089,2022,Government,8487
55,225,268.0,2.4,1,75586,2018,Technology,8488
55,225,294.0,3.07,0,143625,2022,Non-profit,8489
55,225,305.0,2.44,5,133728,2019,Healthcare,8490
55,225,288.0,3.63,9,136006,2018,Finance,8491
55,225,299.0,2.99,3,55857,2022,Healthcare,8492
55,225,322.0,3.45,10,64271,2018,Education,8493
55,225,309.0,2.21,6,131899,2016,Government,8494
55,225,297.0,2.23,4,124233,2021,Healthcare,8495
55,225,316.0,2.84,2,34167,2020,Education,8496
55,225,282.0,3.09,5,123030,2022,Finance,8497
55,225,320.0,2.79,6,74458,2023,Finance,8498
55,225,269.0,2.59,9,42993,2016,Government,8499
55,225,287.0,2.18,4,102930,2017,Education,8500
55,225,289.0,3.54,4,31405,2018,Healthcare,8501
55,225,299.0,3.8,10,134715,2017,Finance,8502
55,225,308.0,2.2,3,67864,2017,Non-profit,8503
55,225,262.0,2.08,2,102079,2015,Education,8504
55,225,304.0,,2,93581,2022,Technology,8505
55,225,272.0,2.7,8,31145,2019,Non-profit,8506
55,225,285.0,2.27,3,109494,2020,Finance,8507
55,225,317.0,2.61,3,65878,2016,Education,8508
55,225,340.0,4.0,2,85119,2023,Non-profit,8509
55,225,288.0,2.95,8,98951,2019,Healthcare,8510
55,225,262.0,2.53,0,46440,2015,Education,8511
55,225,314.0,3.33,9,145183,2023,Technology,8512
55,225,321.0,2.55,7,78197,2017,Non-profit,8513
55,225,,2.3,8,66954,2021,Education,8514
55,225,332.0,3.41,1,36918,2016,Education,8515
55,225,268.0,3.1,7,61757,2015,Healthcare,8516
55,225,,2.13,5,146512,2022,Finance,8517
55,226,323.0,2.94,6,45238,2019,Non-profit,8518
55,226,300.0,2.24,6,37752,2023,Healthcare,8519
55,226,296.0,3.56,9,68717,2019,Finance,8520
55,226,334.0,2.99,2,71302,2023,Technology,8521
55,226,301.0,3.62,10,146314,2017,Healthcare,8522
55,226,,2.67,3,110694,2023,Education,8523
55,226,298.0,2.61,7,53636,2017,Healthcare,8524
55,226,328.0,3.89,8,128847,2016,Technology,8525
55,226,326.0,2.72,3,57327,2023,Non-profit,8526
55,226,290.0,3.92,6,31645,2022,Healthcare,8527
55,226,308.0,3.59,5,38049,2020,Education,8528
55,226,294.0,,1,44706,2020,Healthcare,8529
55,226,275.0,2.61,10,49833,2020,Technology,8530
55,226,273.0,3.72,0,64987,2017,Healthcare,8531
55,226,309.0,2.96,1,78219,2017,Technology,8532
55,226,311.0,3.4,9,89490,2017,Government,8533
55,226,340.0,4.0,8,47229,2017,Technology,8534
55,226,283.0,,3,113347,2020,Technology,8535
55,226,320.0,2.26,5,120145,2017,Technology,8536
55,226,284.0,2.51,10,136561,2015,Education,8537
55,226,334.0,2.87,8,141896,2019,Finance,8538
55,226,284.0,3.71,2,73329,2020,Finance,8539
55,226,317.0,2.81,8,64815,2020,Non-profit,8540
55,226,333.0,2.36,8,34058,2021,Technology,8541
55,226,321.0,2.54,4,65945,2015,Non-profit,8542
55,227,101.0,4.44,4,129099,2021,Healthcare,8543
55,227,291.0,3.12,6,30569,2017,Healthcare,8544
55,227,292.0,2.54,1,129536,2021,Finance,8545
55,227,126.0,4.2,2,79998,2016,Finance,8546
55,227,311.0,3.24,2,82761,2021,Healthcare,8547
55,227,331.0,3.72,4,68313,2019,Non-profit,8548
55,227,316.0,2.4,10,76140,2021,Education,8549
55,227,333.0,3.96,10,68403,2018,Technology,8550
55,227,,2.95,5,87471,2019,Healthcare,8551
55,227,317.0,,1,81260,2018,Finance,8552
55,227,284.0,2.62,3,128720,2020,Technology,8553
55,227,,4.83,9,77472,2020,Finance,8554
55,227,301.0,3.93,8,62096,2020,Technology,8555
55,227,304.0,3.42,3,138000,2015,Government,8556
55,227,265.0,2.25,4,127412,2019,Government,8557
55,227,303.0,3.9,4,59659,2017,Government,8558
55,227,324.0,2.88,1,131376,2023,Education,8559
55,227,326.0,2.36,7,143877,2016,Government,8560
55,227,268.0,,9,51368,2019,Education,8561
55,227,333.0,3.68,4,95121,2023,Government,8562
55,227,282.0,2.84,4,71279,2021,Education,8563
55,227,154.0,4.78,8,90348,2016,Finance,8564
55,227,263.0,3.87,2,140843,2018,Non-profit,8565
55,227,,2.79,7,42344,2019,Finance,8566
55,227,307.0,3.68,0,79449,2023,Technology,8567
55,227,308.0,,8,89286,2023,Government,8568
55,227,321.0,3.48,7,86592,2018,Government,8569
55,227,269.0,3.42,0,106720,2023,Technology,8570
55,227,285.0,,4,37270,2020,Finance,8571
55,227,310.0,,8,141540,2023,Technology,8572
55,227,317.0,2.6,10,91965,2017,Education,8573
55,227,293.0,,7,99606,2015,Healthcare,8574
55,228,287.0,2.8,9,117876,2017,Finance,8575
55,228,284.0,2.02,3,112821,2020,Non-profit,8576
55,228,295.0,3.01,9,109816,2018,Non-profit,8577
55,228,274.0,2.77,6,111724,2015,Technology,8578
55,228,265.0,,1,132234,2020,Government,8579
55,228,321.0,2.12,0,140116,2017,Government,8580
55,228,307.0,2.09,5,84886,2023,Education,8581
55,228,314.0,3.94,6,34308,2015,Government,8582
55,228,301.0,4.0,10,40803,2017,Government,8583
55,228,330.0,2.16,5,145763,2018,Non-profit,8584
55,228,321.0,3.25,3,97740,2021,Education,8585
55,228,307.0,2.77,1,136895,2020,Healthcare,8586
55,228,340.0,4.0,5,136134,2018,Technology,8587
55,228,283.0,2.3,0,101837,2016,Healthcare,8588
55,228,286.0,3.27,2,66564,2017,Non-profit,8589
55,228,284.0,,7,62213,2017,Technology,8590
55,228,303.0,,10,83654,2021,Education,8591
55,228,,3.04,0,40767,2021,Healthcare,8592
55,228,340.0,4.0,5,30080,2017,Education,8593
55,228,280.0,3.69,10,113481,2022,Education,8594
55,228,286.0,2.31,2,112459,2020,Education,8595
55,228,340.0,4.0,10,70875,2017,Education,8596
55,228,,3.18,3,92925,2021,Non-profit,8597
55,228,309.0,2.54,1,58044,2018,Government,8598
55,228,,2.29,3,98302,2018,Government,8599
55,228,340.0,4.0,0,109060,2015,Government,8600
55,228,282.0,3.18,4,99888,2023,Healthcare,8601
55,228,293.0,2.13,1,81811,2017,Education,8602
55,228,315.0,2.47,7,54601,2023,Non-profit,8603
56,229,264.0,2.74,8,91940,2021,Non-profit,8604
56,229,277.0,2.9,8,114534,2022,Healthcare,8605
56,229,308.0,3.5,5,32681,2017,Government,8606
56,229,293.0,2.77,0,85025,2016,Healthcare,8607
56,229,302.0,3.66,0,72611,2015,Finance,8608
56,229,314.0,3.29,4,135711,2016,Education,8609
56,229,228.0,4.92,3,123128,2022,Government,8610
56,229,340.0,4.0,3,131275,2017,Finance,8611
56,229,,,0,134924,2022,Education,8612
56,229,263.0,3.29,6,57946,2019,Government,8613
56,229,289.0,2.42,2,76438,2019,Technology,8614
56,229,107.0,4.66,6,113448,2020,Technology,8615
56,229,340.0,4.0,9,89631,2020,Finance,8616
56,229,326.0,,9,87023,2016,Non-profit,8617
56,229,,3.26,5,126731,2021,Education,8618
56,229,282.0,3.42,0,126831,2015,Technology,8619
56,229,278.0,2.17,9,142214,2015,Finance,8620
56,229,317.0,2.58,1,109197,2015,Healthcare,8621
56,229,331.0,,2,66841,2019,Education,8622
56,229,262.0,3.54,2,72867,2019,Finance,8623
56,229,306.0,2.11,4,134044,2016,Healthcare,8624
56,229,260.0,,0,108070,2015,Non-profit,8625
56,229,294.0,3.32,7,81099,2019,Technology,8626
56,229,299.0,2.9,9,144613,2017,Finance,8627
56,229,269.0,,0,71287,2022,Healthcare,8628
56,229,266.0,2.66,3,72790,2022,Healthcare,8629
56,229,329.0,2.65,3,42356,2019,Healthcare,8630
56,229,297.0,3.83,10,62838,2018,Government,8631
56,229,288.0,3.14,1,92412,2021,Technology,8632
56,229,304.0,2.05,7,54949,2015,Technology,8633
56,229,337.0,3.87,10,48148,2023,Non-profit,8634
56,229,300.0,3.45,0,95877,2016,Finance,8635
56,229,284.0,2.1,10,110138,2016,Non-profit,8636
