program_id,university_id,student_gre,student_toefl,student_gpa,student_work_experience,admission_result,admission_year,record_id
69,16,340.0,78.0,2.09,29.0,Admitted,2019,2588
69,16,292.0,,2.79,,Rejected,2019,2589
69,16,302.0,65.0,3.27,37.0,Admitted,2023,2590
69,16,,74.0,3.4,32.0,Rejected,2021,2591
69,16,286.0,71.0,3.4,32.0,Admitted,2020,2592
69,16,324.0,,3.33,21.0,Rejected,2020,2593
69,16,278.0,114.0,2.74,0.0,Admitted,2023,2594
69,16,289.0,98.0,,6.0,Admitted,2023,2595
69,16,,120.0,4.0,75.0,Rejected,2022,2596
69,16,269.0,107.0,3.58,16.0,Rejected,2019,2597
69,16,,100.0,3.92,,Rejected,2022,2598
69,16,317.0,77.0,2.38,29.0,Rejected,2020,2599
69,16,275.0,63.0,3.22,55.0,Rejected,2023,2600
69,16,284.0,72.0,2.43,11.0,Admitted,2022,2601
69,16,332.0,118.0,2.76,4.0,Admitted,2019,2602
69,16,318.0,118.0,,60.0,Admitted,2022,2603
69,16,269.0,67.0,3.69,60.0,Rejected,2023,2604
69,16,276.0,120.0,,57.0,Admitted,2021,2605
69,16,336.0,73.0,2.63,29.0,Admitted,2023,2606
69,16,261.0,80.0,2.82,54.0,Rejected,2018,2607
69,16,290.0,98.0,3.43,58.0,Rejected,2022,2608
69,16,,116.0,2.96,42.0,Admitted,2018,2609
69,16,,72.0,3.11,27.0,Admitted,2020,2610
69,16,302.0,110.0,2.58,51.0,Rejected,2022,2611
69,16,319.0,109.0,2.87,23.0,Admitted,2022,2612
69,16,307.0,113.0,2.74,51.0,Rejected,2019,2613
70,17,280.0,73.0,2.03,60.0,Admitted,2018,2614
70,17,340.0,,4.0,80.0,Admitted,2020,2615
70,17,268.0,72.0,2.88,21.0,Rejected,2021,2616
70,17,307.0,84.0,3.83,,Rejected,2019,2617
70,17,,120.0,4.0,104.0,Rejected,2021,2618
70,17,318.0,84.0,2.34,35.0,Rejected,2022,2619
70,17,340.0,,4.0,92.0,Admitted,2019,2620
70,17,304.0,99.0,3.13,,Admitted,2020,2621
70,17,329.0,110.0,2.36,1.0,Rejected,2022,2622
70,17,279.0,114.0,3.36,,Admitted,2023,2623
70,17,292.0,65.0,2.64,38.0,Admitted,2020,2624
70,17,299.0,116.0,3.37,7.0,Rejected,2020,2625
70,17,314.0,93.0,3.53,25.0,Rejected,2018,2626
70,17,329.0,95.0,2.47,38.0,Admitted,2022,2627
70,17,280.0,104.0,2.91,54.0,Rejected,2020,2628
70,17,,84.0,2.58,53.0,Admitted,2023,2629
70,17,326.0,92.0,3.89,,Admitted,2018,2630
70,17,290.0,116.0,3.47,3.0,Admitted,2018,2631
70,17,334.0,101.0,2.49,24.0,Admitted,2023,2632
70,17,,106.0,3.13,59.0,Admitted,2020,2633
70,17,271.0,87.0,2.31,49.0,Admitted,2023,2634
70,17,315.0,103.0,2.0,,Admitted,2020,2635
70,17,340.0,82.0,2.25,41.0,Rejected,2022,2636
70,17,335.0,113.0,3.47,12.0,Rejected,2021,2637
70,17,280.0,62.0,3.77,56.0,Rejected,2018,2638
70,17,315.0,64.0,2.33,30.0,Rejected,2020,2639
70,17,,79.0,3.51,14.0,Admitted,2023,2640
70,17,339.0,93.0,,14.0,Admitted,2020,2641
70,17,304.0,,2.63,9.0,Admitted,2019,2642
70,17,310.0,104.0,2.66,44.0,Admitted,2019,2643
70,17,136.0,130.0,4.55,-10.0,Rejected,2021,2644
70,17,297.0,82.0,3.48,10.0,Admitted,2019,2645
70,17,336.0,116.0,2.38,54.0,Admitted,2019,2646
70,17,,87.0,2.03,56.0,Rejected,2023,2647
70,17,277.0,108.0,2.4,46.0,Rejected,2020,2648
70,17,262.0,,2.16,39.0,Admitted,2021,2649
70,17,294.0,119.0,3.32,19.0,Rejected,2023,2650
70,17,278.0,62.0,,15.0,Rejected,2020,2651
70,17,269.0,91.0,3.6,46.0,Admitted,2022,2652
70,17,297.0,64.0,2.96,4.0,Rejected,2018,2653
70,17,331.0,100.0,2.85,22.0,Admitted,2019,2654
71,17,333.0,64.0,3.14,38.0,Rejected,2020,2655
71,17,295.0,119.0,3.67,59.0,Admitted,2021,2656
71,17,328.0,64.0,3.44,9.0,Rejected,2019,2657
71,17,285.0,67.0,2.05,60.0,Rejected,2021,2658
71,17,302.0,,3.98,16.0,Rejected,2023,2659
71,17,310.0,75.0,2.35,34.0,Admitted,2021,2660
71,17,276.0,119.0,2.49,44.0,Rejected,2021,2661
71,17,318.0,,2.03,40.0,Rejected,2019,2662
71,17,273.0,61.0,3.06,44.0,Admitted,2021,2663
71,17,303.0,119.0,,,Admitted,2022,2664
71,17,264.0,102.0,,20.0,Admitted,2021,2665
71,17,321.0,68.0,2.6,13.0,Admitted,2020,2666
71,17,305.0,68.0,2.03,56.0,Rejected,2018,2667
71,17,306.0,118.0,3.67,37.0,Admitted,2023,2668
71,17,284.0,112.0,3.53,19.0,Admitted,2019,2669
71,17,285.0,100.0,3.96,55.0,Rejected,2023,2670
71,17,,96.0,3.67,42.0,Admitted,2018,2671
71,17,,,3.69,13.0,Admitted,2023,2672
71,17,302.0,67.0,,31.0,Admitted,2020,2673
71,17,272.0,87.0,2.41,,Rejected,2021,2674
71,17,,77.0,3.54,14.0,Admitted,2020,2675
71,17,275.0,76.0,3.26,22.0,Rejected,2023,2676
71,17,319.0,109.0,2.67,35.0,Admitted,2021,2677
71,17,300.0,66.0,,1.0,Rejected,2021,2678
71,17,313.0,102.0,3.4,38.0,Rejected,2022,2679
71,17,295.0,87.0,2.55,8.0,Rejected,2020,2680
71,17,267.0,78.0,3.0,25.0,Admitted,2020,2681
71,17,336.0,109.0,2.55,23.0,Admitted,2023,2682
71,17,305.0,105.0,3.29,3.0,Admitted,2022,2683
71,17,283.0,82.0,2.17,,Admitted,2022,2684
71,17,333.0,102.0,3.92,12.0,Rejected,2020,2685
71,17,282.0,119.0,2.84,43.0,Rejected,2023,2686
71,17,283.0,,3.49,37.0,Admitted,2018,2687
71,17,282.0,,2.31,8.0,Admitted,2018,2688
72,17,,79.0,2.83,1.0,Rejected,2022,2689
72,17,340.0,64.0,3.33,52.0,Rejected,2023,2690
72,17,337.0,78.0,3.83,39.0,Admitted,2019,2691
72,17,,92.0,3.66,60.0,Admitted,2023,2692
72,17,266.0,94.0,3.98,36.0,Rejected,2018,2693
72,17,,118.0,3.19,14.0,Admitted,2023,2694
72,17,337.0,98.0,3.59,9.0,Admitted,2018,2695
72,17,,75.0,2.26,24.0,Admitted,2023,2696
72,17,298.0,116.0,3.63,12.0,Rejected,2018,2697
72,17,305.0,113.0,3.99,17.0,Rejected,2019,2698
72,17,325.0,69.0,2.24,32.0,Rejected,2023,2699
72,17,260.0,64.0,3.05,22.0,Admitted,2020,2700
72,17,285.0,102.0,3.98,9.0,Admitted,2020,2701
72,17,283.0,86.0,2.21,47.0,Admitted,2021,2702
72,17,280.0,78.0,3.28,54.0,Admitted,2019,2703
72,17,295.0,81.0,2.9,22.0,Rejected,2022,2704
72,17,292.0,116.0,2.59,45.0,Rejected,2023,2705
72,17,302.0,118.0,2.27,50.0,Admitted,2022,2706
72,17,309.0,69.0,3.95,,Admitted,2023,2707
72,17,221.0,125.0,4.51,-10.0,Rejected,2021,2708
72,17,273.0,88.0,2.11,16.0,Admitted,2019,2709
72,17,,99.0,3.59,,Rejected,2018,2710
72,17,154.0,149.0,4.71,-3.0,Admitted,2019,2711
72,17,305.0,108.0,3.59,0.0,Rejected,2018,2712
72,17,328.0,,2.5,33.0,Admitted,2019,2713
72,17,274.0,107.0,2.11,60.0,Rejected,2022,2714
72,17,101.0,150.0,4.87,-2.0,Rejected,2023,2715
72,17,317.0,66.0,2.61,33.0,Admitted,2022,2716
72,17,,97.0,3.04,7.0,Admitted,2022,2717
72,17,298.0,106.0,3.66,9.0,Admitted,2018,2718
72,17,282.0,101.0,2.45,52.0,Rejected,2018,2719
73,17,320.0,63.0,,,Admitted,2020,2720
73,17,291.0,74.0,3.63,27.0,Admitted,2018,2721
73,17,,120.0,4.0,115.0,Rejected,2023,2722
73,17,295.0,81.0,2.62,8.0,Rejected,2020,2723
73,17,340.0,65.0,2.79,18.0,Rejected,2018,2724
73,17,276.0,61.0,2.58,51.0,Rejected,2019,2725
73,17,331.0,113.0,3.36,44.0,Admitted,2019,2726
73,17,275.0,111.0,2.42,28.0,Rejected,2023,2727
73,17,325.0,84.0,,,Admitted,2022,2728
73,17,262.0,89.0,3.95,48.0,Admitted,2021,2729
73,17,340.0,120.0,4.0,109.0,Rejected,2019,2730
73,17,336.0,112.0,3.48,25.0,Rejected,2022,2731
73,17,317.0,77.0,3.62,43.0,Admitted,2022,2732
73,17,307.0,60.0,2.65,48.0,Admitted,2020,2733
73,17,291.0,117.0,2.77,44.0,Admitted,2022,2734
73,17,315.0,100.0,,,Admitted,2018,2735
73,17,340.0,120.0,4.0,119.0,Rejected,2023,2736
73,17,269.0,117.0,2.88,,Rejected,2020,2737
73,17,279.0,101.0,2.03,20.0,Admitted,2018,2738
73,17,271.0,62.0,3.11,43.0,Rejected,2019,2739
73,17,323.0,89.0,3.69,20.0,Rejected,2020,2740
73,17,262.0,99.0,3.86,2.0,Rejected,2018,2741
73,17,335.0,,2.09,49.0,Admitted,2018,2742
73,17,260.0,69.0,3.38,,Admitted,2018,2743
73,17,270.0,,2.94,,Rejected,2019,2744
73,17,287.0,96.0,2.55,49.0,Rejected,2022,2745
73,17,317.0,65.0,2.29,23.0,Admitted,2020,2746
73,17,260.0,71.0,3.46,6.0,Admitted,2018,2747
73,17,301.0,99.0,3.28,3.0,Rejected,2020,2748
73,17,298.0,90.0,2.2,15.0,Rejected,2020,2749
73,17,331.0,78.0,3.07,2.0,Rejected,2020,2750
73,17,325.0,115.0,3.37,42.0,Rejected,2022,2751
73,17,267.0,85.0,3.24,22.0,Rejected,2020,2752
73,17,338.0,72.0,3.78,6.0,Rejected,2022,2753
73,17,323.0,119.0,3.3,25.0,Rejected,2020,2754
73,17,282.0,96.0,2.1,9.0,Admitted,2018,2755
73,17,340.0,120.0,4.0,94.0,Rejected,2019,2756
73,17,305.0,102.0,3.53,60.0,Rejected,2023,2757
73,17,308.0,66.0,,39.0,Admitted,2019,2758
73,17,303.0,95.0,2.11,42.0,Rejected,2019,2759
73,17,272.0,97.0,2.26,25.0,Admitted,2023,2760
73,17,289.0,68.0,3.8,17.0,Admitted,2021,2761
74,18,260.0,71.0,3.51,3.0,Admitted,2020,2762
74,18,340.0,108.0,2.21,26.0,Rejected,2018,2763
74,18,295.0,82.0,2.75,43.0,Rejected,2023,2764
74,18,338.0,,2.94,27.0,Admitted,2022,2765
74,18,310.0,118.0,3.19,14.0,Rejected,2019,2766
74,18,339.0,114.0,2.73,,Rejected,2020,2767
74,18,292.0,65.0,2.64,38.0,Admitted,2021,2768
74,18,334.0,,3.37,0.0,Admitted,2019,2769
74,18,340.0,120.0,4.0,112.0,Admitted,2019,2770
74,18,316.0,60.0,2.55,32.0,Admitted,2019,2771
74,18,311.0,63.0,2.38,,Admitted,2020,2772
74,18,296.0,77.0,2.6,30.0,Admitted,2023,2773
74,18,330.0,98.0,2.36,40.0,Rejected,2022,2774
74,18,340.0,,4.0,82.0,Rejected,2023,2775
74,18,314.0,89.0,3.37,42.0,Rejected,2018,2776
74,18,,75.0,2.99,59.0,Admitted,2019,2777
74,18,282.0,,,30.0,Rejected,2020,2778
74,18,173.0,134.0,4.66,-8.0,Rejected,2020,2779
74,18,265.0,72.0,2.6,,Rejected,2018,2780
74,18,297.0,94.0,2.7,38.0,Rejected,2020,2781
74,18,159.0,,4.2,-2.0,Admitted,2023,2782
74,18,334.0,106.0,,3.0,Admitted,2022,2783
74,18,273.0,97.0,3.65,21.0,Rejected,2018,2784
74,18,,69.0,3.07,58.0,Admitted,2023,2785
74,18,283.0,91.0,3.79,51.0,Rejected,2023,2786
74,18,299.0,115.0,2.76,14.0,Admitted,2022,2787
74,18,340.0,120.0,4.0,112.0,Admitted,2022,2788
74,18,263.0,,3.1,1.0,Admitted,2021,2789
74,18,291.0,113.0,2.48,50.0,Rejected,2023,2790
74,18,315.0,111.0,3.02,31.0,Admitted,2023,2791
74,18,297.0,66.0,2.27,0.0,Rejected,2020,2792
74,18,260.0,88.0,2.02,39.0,Admitted,2019,2793
74,18,309.0,60.0,3.87,24.0,Rejected,2019,2794
74,18,,109.0,2.88,31.0,Admitted,2018,2795
74,18,289.0,75.0,2.11,18.0,Rejected,2022,2796
74,18,,79.0,2.47,,Admitted,2020,2797
75,18,261.0,113.0,3.51,,Admitted,2020,2798
75,18,286.0,115.0,3.18,13.0,Admitted,2023,2799
75,18,313.0,70.0,2.99,30.0,Admitted,2019,2800
75,18,325.0,89.0,,21.0,Admitted,2018,2801
75,18,271.0,89.0,3.96,46.0,Rejected,2018,2802
75,18,337.0,79.0,3.15,19.0,Rejected,2018,2803
75,18,283.0,,3.54,,Rejected,2019,2804
75,18,297.0,95.0,3.36,42.0,Admitted,2018,2805
75,18,229.0,131.0,,-7.0,Rejected,2019,2806
75,18,332.0,61.0,3.37,58.0,Rejected,2019,2807
75,18,340.0,120.0,4.0,91.0,Rejected,2021,2808
75,18,306.0,103.0,3.62,36.0,Rejected,2019,2809
75,18,340.0,120.0,4.0,,Admitted,2023,2810
75,18,287.0,94.0,2.67,33.0,Admitted,2022,2811
75,18,270.0,68.0,2.14,59.0,Admitted,2018,2812
75,18,298.0,120.0,3.39,16.0,Rejected,2022,2813
75,18,241.0,145.0,4.73,-8.0,Admitted,2023,2814
75,18,272.0,64.0,3.13,32.0,Admitted,2023,2815
75,18,286.0,65.0,3.62,15.0,Admitted,2021,2816
75,18,284.0,105.0,3.36,,Rejected,2023,2817
75,18,,65.0,3.1,12.0,Admitted,2019,2818
75,18,292.0,110.0,3.02,22.0,Rejected,2019,2819
75,18,303.0,71.0,3.13,32.0,Rejected,2019,2820
75,18,276.0,92.0,2.15,50.0,Admitted,2020,2821
75,18,340.0,120.0,,91.0,Rejected,2019,2822
75,18,309.0,104.0,,6.0,Admitted,2022,2823
75,18,282.0,73.0,3.55,33.0,Rejected,2020,2824
76,18,309.0,109.0,2.07,16.0,Rejected,2019,2825
76,18,277.0,105.0,2.37,16.0,Admitted,2019,2826
76,18,335.0,115.0,2.88,,Rejected,2019,2827
76,18,328.0,62.0,3.27,,Rejected,2023,2828
76,18,291.0,91.0,3.3,20.0,Rejected,2019,2829
76,18,267.0,115.0,3.51,25.0,Rejected,2021,2830
76,18,,128.0,4.45,-1.0,Rejected,2020,2831
76,18,266.0,110.0,3.4,10.0,Admitted,2018,2832
76,18,330.0,61.0,2.99,49.0,Admitted,2020,2833
76,18,288.0,,2.67,,Rejected,2019,2834
76,18,326.0,68.0,2.88,54.0,Admitted,2022,2835
76,18,318.0,60.0,2.63,2.0,Rejected,2018,2836
76,18,265.0,98.0,2.11,6.0,Rejected,2020,2837
76,18,270.0,114.0,2.21,14.0,Admitted,2020,2838
76,18,,79.0,2.81,51.0,Admitted,2021,2839
76,18,309.0,118.0,2.35,35.0,Admitted,2023,2840
76,18,311.0,106.0,2.07,54.0,Rejected,2021,2841
76,18,307.0,106.0,2.49,,Admitted,2021,2842
76,18,286.0,68.0,2.44,14.0,Rejected,2019,2843
76,18,315.0,69.0,3.23,52.0,Admitted,2023,2844
76,18,264.0,95.0,3.29,3.0,Admitted,2022,2845
76,18,340.0,120.0,4.0,99.0,Rejected,2019,2846
76,18,271.0,93.0,2.65,,Rejected,2021,2847
76,18,269.0,80.0,3.9,29.0,Rejected,2020,2848
76,18,340.0,102.0,3.95,31.0,Admitted,2018,2849
76,18,328.0,119.0,,35.0,Rejected,2022,2850
76,18,328.0,64.0,2.66,15.0,Admitted,2021,2851
76,18,323.0,75.0,,35.0,Admitted,2022,2852
76,18,260.0,100.0,2.01,9.0,Admitted,2019,2853
76,18,317.0,83.0,,52.0,Rejected,2022,2854
76,18,275.0,89.0,3.42,6.0,Admitted,2023,2855
77,18,261.0,80.0,,47.0,Admitted,2022,2856
77,18,340.0,120.0,4.0,77.0,Rejected,2019,2857
77,18,272.0,110.0,3.58,8.0,Rejected,2021,2858
77,18,310.0,87.0,2.9,4.0,Admitted,2020,2859
77,18,337.0,99.0,3.28,56.0,Admitted,2020,2860
77,18,286.0,119.0,3.08,60.0,Admitted,2021,2861
77,18,288.0,100.0,3.52,41.0,Admitted,2021,2862
77,18,333.0,93.0,2.08,,Admitted,2020,2863
77,18,281.0,96.0,,22.0,Admitted,2020,2864
77,18,299.0,,2.38,15.0,Rejected,2019,2865
77,18,339.0,104.0,2.14,,Admitted,2023,2866
77,18,311.0,101.0,,37.0,Admitted,2023,2867
77,18,180.0,,4.29,-12.0,Admitted,2019,2868
77,18,324.0,85.0,3.63,13.0,Rejected,2021,2869
77,18,268.0,,2.16,7.0,Admitted,2021,2870
77,18,286.0,117.0,3.01,41.0,Rejected,2022,2871
77,18,260.0,115.0,2.43,18.0,Rejected,2020,2872
77,18,266.0,,,13.0,Admitted,2023,2873
77,18,267.0,112.0,2.89,,Rejected,2019,2874
77,18,,,2.62,39.0,Admitted,2022,2875
77,18,302.0,88.0,3.51,16.0,Rejected,2021,2876
77,18,268.0,77.0,2.89,60.0,Admitted,2023,2877
77,18,274.0,87.0,2.58,17.0,Rejected,2021,2878
77,18,311.0,,3.53,0.0,Rejected,2019,2879
77,18,273.0,73.0,2.67,43.0,Rejected,2022,2880
77,18,289.0,74.0,3.6,20.0,Rejected,2022,2881
77,18,294.0,110.0,3.94,,Rejected,2022,2882
77,18,336.0,82.0,3.48,25.0,Admitted,2020,2883
77,18,320.0,88.0,2.19,35.0,Admitted,2019,2884
77,18,294.0,89.0,2.24,11.0,Rejected,2022,2885
77,18,327.0,91.0,2.1,30.0,Admitted,2018,2886
78,18,281.0,,3.07,9.0,Admitted,2022,2887
78,18,201.0,134.0,,,Rejected,2020,2888
78,18,,120.0,4.0,110.0,Rejected,2020,2889
78,18,294.0,90.0,2.94,20.0,Admitted,2022,2890
78,18,170.0,124.0,,-10.0,Rejected,2023,2891
78,18,278.0,,2.42,23.0,Rejected,2019,2892
78,18,304.0,112.0,3.69,1.0,Admitted,2020,2893
78,18,315.0,112.0,3.39,6.0,Rejected,2018,2894
78,18,329.0,80.0,2.35,60.0,Admitted,2020,2895
78,18,296.0,102.0,3.57,7.0,Rejected,2020,2896
78,18,293.0,99.0,3.5,37.0,Admitted,2018,2897
78,18,327.0,117.0,,20.0,Admitted,2023,2898
78,18,273.0,,3.46,46.0,Admitted,2022,2899
78,18,319.0,98.0,3.38,54.0,Rejected,2019,2900
78,18,340.0,120.0,4.0,86.0,Admitted,2021,2901
78,18,292.0,89.0,3.29,31.0,Admitted,2019,2902
78,18,266.0,66.0,2.63,31.0,Admitted,2021,2903
78,18,290.0,68.0,3.2,39.0,Rejected,2022,2904
78,18,273.0,98.0,,18.0,Rejected,2023,2905
78,18,336.0,105.0,3.82,12.0,Admitted,2020,2906
78,18,266.0,72.0,2.84,34.0,Rejected,2023,2907
78,18,265.0,,2.49,57.0,Rejected,2022,2908
78,18,266.0,96.0,2.76,29.0,Admitted,2021,2909
78,18,309.0,66.0,,46.0,Admitted,2019,2910
78,18,270.0,110.0,3.82,55.0,Rejected,2023,2911
78,18,284.0,80.0,3.64,21.0,Rejected,2020,2912
78,18,316.0,77.0,3.13,36.0,Rejected,2020,2913
78,18,323.0,92.0,3.32,55.0,Admitted,2023,2914
78,18,288.0,119.0,3.36,54.0,Rejected,2020,2915
78,18,272.0,116.0,2.69,3.0,Rejected,2018,2916
78,18,281.0,95.0,2.74,23.0,Rejected,2020,2917
78,18,334.0,100.0,2.67,14.0,Admitted,2019,2918
78,18,331.0,66.0,2.22,38.0,Admitted,2023,2919
78,18,336.0,117.0,3.73,16.0,Rejected,2018,2920
78,18,260.0,,2.85,53.0,Rejected,2018,2921
79,19,336.0,77.0,2.34,59.0,Admitted,2018,2922
79,19,301.0,64.0,3.84,35.0,Rejected,2021,2923
79,19,,87.0,2.34,23.0,Admitted,2018,2924
79,19,260.0,112.0,3.6,7.0,Rejected,2019,2925
79,19,275.0,80.0,3.56,32.0,Rejected,2019,2926
79,19,296.0,120.0,2.4,25.0,Rejected,2019,2927
79,19,318.0,,,3.0,Admitted,2018,2928
79,19,265.0,74.0,4.0,9.0,Rejected,2020,2929
79,19,298.0,109.0,,0.0,Rejected,2023,2930
79,19,308.0,81.0,4.0,10.0,Rejected,2019,2931
79,19,307.0,76.0,2.85,43.0,Rejected,2023,2932
79,19,336.0,63.0,,33.0,Rejected,2020,2933
79,19,337.0,99.0,,43.0,Admitted,2018,2934
79,19,340.0,120.0,4.0,88.0,Rejected,2018,2935
79,19,272.0,114.0,2.21,29.0,Admitted,2022,2936
79,19,340.0,120.0,4.0,118.0,Rejected,2023,2937
79,19,328.0,108.0,3.9,39.0,Admitted,2022,2938
79,19,323.0,85.0,2.22,56.0,Admitted,2021,2939
79,19,318.0,70.0,3.24,56.0,Admitted,2021,2940
79,19,315.0,67.0,2.7,30.0,Rejected,2023,2941
79,19,279.0,68.0,2.11,9.0,Rejected,2022,2942
79,19,295.0,61.0,3.66,47.0,Admitted,2023,2943
79,19,340.0,120.0,4.0,97.0,Admitted,2020,2944
79,19,340.0,120.0,4.0,88.0,Admitted,2023,2945
79,19,340.0,120.0,4.0,77.0,Rejected,2023,2946
79,19,310.0,76.0,2.76,,Rejected,2022,2947
79,19,276.0,108.0,,55.0,Rejected,2019,2948
79,19,285.0,119.0,2.6,56.0,Rejected,2021,2949
79,19,327.0,95.0,3.69,45.0,Rejected,2023,2950
79,19,335.0,76.0,3.92,15.0,Rejected,2020,2951
79,19,312.0,96.0,,36.0,Admitted,2020,2952
79,19,287.0,97.0,3.37,12.0,Admitted,2018,2953
79,19,340.0,120.0,4.0,,Admitted,2021,2954
79,19,281.0,114.0,3.72,25.0,Admitted,2018,2955
79,19,284.0,60.0,2.74,38.0,Admitted,2019,2956
79,19,265.0,86.0,3.56,0.0,Admitted,2019,2957
79,19,339.0,117.0,2.69,10.0,Rejected,2022,2958
79,19,290.0,108.0,3.31,44.0,Admitted,2023,2959
79,19,287.0,,3.92,6.0,Rejected,2021,2960
79,19,340.0,,4.0,110.0,Rejected,2018,2961
79,19,,109.0,,34.0,Rejected,2023,2962
79,19,311.0,105.0,2.68,44.0,Admitted,2022,2963
80,19,318.0,84.0,3.82,11.0,Admitted,2020,2964
80,19,296.0,84.0,2.21,53.0,Rejected,2018,2965
80,19,280.0,,3.77,10.0,Rejected,2019,2966
80,19,290.0,69.0,2.95,31.0,Rejected,2022,2967
80,19,264.0,98.0,3.27,28.0,Admitted,2020,2968
80,19,,68.0,2.73,4.0,Rejected,2019,2969
80,19,,135.0,4.47,-8.0,Admitted,2023,2970
80,19,326.0,60.0,3.12,33.0,Admitted,2022,2971
80,19,317.0,111.0,3.79,51.0,Admitted,2023,2972
80,19,275.0,95.0,3.87,,Admitted,2020,2973
80,19,333.0,118.0,2.87,31.0,Rejected,2020,2974
80,19,,120.0,3.95,6.0,Admitted,2023,2975
80,19,264.0,114.0,2.28,58.0,Admitted,2023,2976
80,19,332.0,83.0,2.54,7.0,Admitted,2019,2977
80,19,,,3.48,20.0,Rejected,2023,2978
80,19,338.0,87.0,,22.0,Rejected,2018,2979
80,19,304.0,91.0,3.62,5.0,Admitted,2022,2980
80,19,300.0,117.0,2.4,12.0,Admitted,2019,2981
80,19,326.0,101.0,3.29,5.0,Admitted,2022,2982
80,19,221.0,149.0,4.15,-9.0,Rejected,2020,2983
80,19,308.0,118.0,2.95,25.0,Rejected,2021,2984
80,19,310.0,74.0,2.01,47.0,Admitted,2019,2985
80,19,209.0,148.0,4.56,-8.0,Admitted,2019,2986
80,19,271.0,,2.34,58.0,Rejected,2019,2987
80,19,308.0,90.0,3.37,6.0,Admitted,2018,2988
81,19,,65.0,2.97,44.0,Rejected,2023,2989
81,19,327.0,109.0,3.95,43.0,Admitted,2021,2990
81,19,,,3.47,,Rejected,2020,2991
81,19,294.0,114.0,3.56,29.0,Admitted,2020,2992
81,19,139.0,130.0,4.56,-4.0,Rejected,2018,2993
81,19,,64.0,,45.0,Rejected,2020,2994
81,19,309.0,71.0,3.94,,Rejected,2018,2995
81,19,269.0,88.0,2.32,58.0,Admitted,2019,2996
81,19,298.0,103.0,3.64,,Rejected,2021,2997
81,19,279.0,113.0,3.69,52.0,Rejected,2018,2998
81,19,262.0,75.0,2.31,,Rejected,2023,2999
81,19,279.0,83.0,2.72,12.0,Rejected,2019,3000
81,19,304.0,65.0,2.23,12.0,Rejected,2021,3001
81,19,320.0,74.0,2.42,30.0,Rejected,2020,3002
81,19,284.0,107.0,3.57,50.0,Rejected,2019,3003
81,19,267.0,106.0,2.81,13.0,Admitted,2019,3004
81,19,312.0,115.0,2.4,57.0,Admitted,2020,3005
81,19,,111.0,,49.0,Rejected,2019,3006
81,19,307.0,85.0,2.68,16.0,Admitted,2020,3007
81,19,299.0,94.0,2.17,36.0,Rejected,2018,3008
81,19,267.0,,2.02,33.0,Admitted,2023,3009
81,19,321.0,85.0,3.4,23.0,Admitted,2023,3010
81,19,292.0,83.0,3.38,60.0,Rejected,2019,3011
81,19,207.0,,4.49,-9.0,Rejected,2022,3012
81,19,275.0,68.0,2.59,60.0,Rejected,2023,3013
81,19,263.0,64.0,2.24,36.0,Rejected,2020,3014
81,19,,135.0,4.44,,Admitted,2018,3015
81,19,280.0,,2.29,28.0,Rejected,2020,3016
81,19,274.0,98.0,3.1,2.0,Rejected,2022,3017
81,19,283.0,92.0,2.8,,Rejected,2019,3018
81,19,281.0,,2.2,50.0,Admitted,2023,3019
81,19,266.0,77.0,2.5,15.0,Admitted,2021,3020
81,19,295.0,93.0,3.69,9.0,Rejected,2022,3021
81,19,,114.0,3.62,,Rejected,2019,3022
81,19,,102.0,3.07,32.0,Admitted,2018,3023
81,19,280.0,94.0,3.1,58.0,Admitted,2018,3024
81,19,268.0,84.0,2.96,4.0,Admitted,2022,3025
81,19,335.0,85.0,3.98,0.0,Rejected,2018,3026
81,19,276.0,90.0,2.57,19.0,Rejected,2021,3027
81,19,321.0,113.0,3.08,12.0,Admitted,2018,3028
81,19,286.0,,3.32,37.0,Admitted,2023,3029
81,19,339.0,67.0,3.72,48.0,Rejected,2019,3030
81,19,292.0,,2.41,48.0,Rejected,2018,3031
81,19,325.0,67.0,2.15,,Admitted,2021,3032
81,19,275.0,93.0,2.95,24.0,Admitted,2020,3033
81,19,286.0,,3.24,50.0,Rejected,2022,3034
81,19,263.0,81.0,,6.0,Rejected,2022,3035
81,19,297.0,116.0,3.36,12.0,Admitted,2018,3036
82,20,261.0,65.0,3.29,21.0,Rejected,2021,3037
82,20,278.0,96.0,3.72,24.0,Admitted,2018,3038
82,20,305.0,81.0,3.21,47.0,Rejected,2021,3039
82,20,268.0,61.0,2.9,45.0,Admitted,2022,3040
82,20,312.0,113.0,3.77,28.0,Rejected,2018,3041
82,20,,,4.85,-11.0,Admitted,2022,3042
82,20,331.0,85.0,2.54,16.0,Rejected,2022,3043
82,20,291.0,82.0,3.21,16.0,Rejected,2023,3044
82,20,340.0,120.0,4.0,88.0,Admitted,2023,3045
82,20,326.0,67.0,3.45,51.0,Admitted,2021,3046
82,20,,,3.51,49.0,Admitted,2022,3047
82,20,297.0,66.0,3.89,23.0,Rejected,2023,3048
82,20,280.0,106.0,,45.0,Rejected,2022,3049
82,20,281.0,79.0,3.96,57.0,Rejected,2020,3050
82,20,335.0,106.0,3.55,50.0,Admitted,2021,3051
82,20,285.0,100.0,3.9,35.0,Rejected,2018,3052
82,20,261.0,64.0,2.22,5.0,Rejected,2022,3053
82,20,313.0,119.0,2.91,43.0,Rejected,2020,3054
